utt_id,audio_path,emotion,intensity,actor,gender,fold
03-01-05-01-01-02-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-01-02-19.wav,angry,normal,19,M,4
03-01-05-01-01-02-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-01-02-20.wav,angry,normal,20,F,4
03-01-05-01-01-02-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-01-02-21.wav,angry,normal,21,M,5
03-01-05-01-01-02-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-01-02-22.wav,angry,normal,22,F,5
03-01-05-01-01-02-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-01-02-23.wav,angry,normal,23,M,5
03-01-05-01-01-02-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-01-02-24.wav,angry,normal,24,F,5
03-01-05-01-02-01-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-01.wav,angry,normal,1,M,1
03-01-05-01-02-01-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-02.wav,angry,normal,2,F,1
03-01-05-01-02-01-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-03.wav,angry,normal,3,M,1
03-01-05-01-02-01-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-04.wav,angry,normal,4,F,1
03-01-05-01-02-01-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-05.wav,angry,normal,5,M,1
03-01-05-01-02-01-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-06.wav,angry,normal,6,F,2
03-01-05-01-02-01-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-07.wav,angry,normal,7,M,2
03-01-05-01-02-01-08,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-08.wav,angry,normal,8,F,2
03-01-05-01-02-01-09,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-09.wav,angry,normal,9,M,2
03-01-05-01-02-01-10,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-10.wav,angry,normal,10,F,2
03-01-05-01-02-01-11,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-11.wav,angry,normal,11,M,3
03-01-05-01-02-01-12,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-12.wav,angry,normal,12,F,3
03-01-05-01-02-01-13,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-13.wav,angry,normal,13,M,3
03-01-05-01-02-01-14,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-14.wav,angry,normal,14,F,3
03-01-05-01-02-01-15,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-15.wav,angry,normal,15,M,3
03-01-05-01-02-01-16,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-16.wav,angry,normal,16,F,4
03-01-05-01-02-01-17,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-17.wav,angry,normal,17,M,4
03-01-05-01-02-01-18,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-18.wav,angry,normal,18,F,4
03-01-05-01-02-01-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-19.wav,angry,normal,19,M,4
03-01-05-01-02-01-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-20.wav,angry,normal,20,F,4
03-01-05-01-02-01-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-21.wav,angry,normal,21,M,5
03-01-05-01-02-01-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-22.wav,angry,normal,22,F,5
03-01-05-01-02-01-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-23.wav,angry,normal,23,M,5
03-01-05-01-02-01-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-01-24.wav,angry,normal,24,F,5
03-01-05-01-02-02-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-01.wav,angry,normal,1,M,1
03-01-05-01-02-02-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-02.wav,angry,normal,2,F,1
03-01-05-01-02-02-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-03.wav,angry,normal,3,M,1
03-01-05-01-02-02-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-04.wav,angry,normal,4,F,1
03-01-05-01-02-02-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-05.wav,angry,normal,5,M,1
03-01-05-01-02-02-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-06.wav,angry,normal,6,F,2
03-01-05-01-02-02-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-07.wav,angry,normal,7,M,2
03-01-05-01-02-02-08,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-08.wav,angry,normal,8,F,2
03-01-05-01-02-02-09,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-09.wav,angry,normal,9,M,2
03-01-05-01-02-02-10,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-10.wav,angry,normal,10,F,2
03-01-05-01-02-02-11,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-11.wav,angry,normal,11,M,3
03-01-05-01-02-02-12,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-12.wav,angry,normal,12,F,3
03-01-05-01-02-02-13,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-13.wav,angry,normal,13,M,3
03-01-05-01-02-02-14,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-14.wav,angry,normal,14,F,3
03-01-05-01-02-02-15,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-15.wav,angry,normal,15,M,3
03-01-05-01-02-02-16,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-16.wav,angry,normal,16,F,4
03-01-05-01-02-02-17,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-17.wav,angry,normal,17,M,4
03-01-05-01-02-02-18,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-18.wav,angry,normal,18,F,4
03-01-05-01-02-02-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-19.wav,angry,normal,19,M,4
03-01-05-01-02-02-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-20.wav,angry,normal,20,F,4
03-01-05-01-02-02-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-21.wav,angry,normal,21,M,5
03-01-05-01-02-02-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-22.wav,angry,normal,22,F,5
03-01-05-01-02-02-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-23.wav,angry,normal,23,M,5
03-01-05-01-02-02-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-01-02-02-24.wav,angry,normal,24,F,5
03-01-05-02-01-01-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-01.wav,angry,strong,1,M,1
03-01-05-02-01-01-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-02.wav,angry,strong,2,F,1
03-01-05-02-01-01-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-03.wav,angry,strong,3,M,1
03-01-05-02-01-01-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-04.wav,angry,strong,4,F,1
03-01-05-02-01-01-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-05.wav,angry,strong,5,M,1
03-01-05-02-01-01-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-06.wav,angry,strong,6,F,2
03-01-05-02-01-01-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-07.wav,angry,strong,7,M,2
03-01-05-02-01-01-08,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-08.wav,angry,strong,8,F,2
03-01-05-02-01-01-09,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-09.wav,angry,strong,9,M,2
03-01-05-02-01-01-10,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-10.wav,angry,strong,10,F,2
03-01-05-02-01-01-11,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-11.wav,angry,strong,11,M,3
03-01-05-02-01-01-12,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-12.wav,angry,strong,12,F,3
03-01-05-02-01-01-13,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-13.wav,angry,strong,13,M,3
03-01-05-02-01-01-14,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-14.wav,angry,strong,14,F,3
03-01-05-02-01-01-15,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-15.wav,angry,strong,15,M,3
03-01-05-02-01-01-16,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-16.wav,angry,strong,16,F,4
03-01-05-02-01-01-17,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-17.wav,angry,strong,17,M,4
03-01-05-02-01-01-18,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-18.wav,angry,strong,18,F,4
03-01-05-02-01-01-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-19.wav,angry,strong,19,M,4
03-01-05-02-01-01-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-20.wav,angry,strong,20,F,4
03-01-05-02-01-01-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-21.wav,angry,strong,21,M,5
03-01-05-02-01-01-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-22.wav,angry,strong,22,F,5
03-01-05-02-01-01-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-23.wav,angry,strong,23,M,5
03-01-05-02-01-01-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-01-24.wav,angry,strong,24,F,5
03-01-05-02-01-02-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-01.wav,angry,strong,1,M,1
03-01-05-02-01-02-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-02.wav,angry,strong,2,F,1
03-01-05-02-01-02-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-03.wav,angry,strong,3,M,1
03-01-05-02-01-02-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-04.wav,angry,strong,4,F,1
03-01-05-02-01-02-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-05.wav,angry,strong,5,M,1
03-01-05-02-01-02-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-06.wav,angry,strong,6,F,2
03-01-05-02-01-02-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-07.wav,angry,strong,7,M,2
03-01-05-02-01-02-08,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-08.wav,angry,strong,8,F,2
03-01-05-02-01-02-09,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-09.wav,angry,strong,9,M,2
03-01-05-02-01-02-10,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-10.wav,angry,strong,10,F,2
03-01-05-02-01-02-11,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-11.wav,angry,strong,11,M,3
03-01-05-02-01-02-12,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-12.wav,angry,strong,12,F,3
03-01-05-02-01-02-13,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-13.wav,angry,strong,13,M,3
03-01-05-02-01-02-14,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-14.wav,angry,strong,14,F,3
03-01-05-02-01-02-15,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-15.wav,angry,strong,15,M,3
03-01-05-02-01-02-16,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-16.wav,angry,strong,16,F,4
03-01-05-02-01-02-17,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-17.wav,angry,strong,17,M,4
03-01-05-02-01-02-18,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-18.wav,angry,strong,18,F,4
03-01-05-02-01-02-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-19.wav,angry,strong,19,M,4
03-01-05-02-01-02-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-20.wav,angry,strong,20,F,4
03-01-05-02-01-02-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-21.wav,angry,strong,21,M,5
03-01-05-02-01-02-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-22.wav,angry,strong,22,F,5
03-01-05-02-01-02-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-23.wav,angry,strong,23,M,5
03-01-05-02-01-02-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-01-02-24.wav,angry,strong,24,F,5
03-01-05-02-02-01-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-01.wav,angry,strong,1,M,1
03-01-05-02-02-01-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-02.wav,angry,strong,2,F,1
03-01-05-02-02-01-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-03.wav,angry,strong,3,M,1
03-01-05-02-02-01-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-04.wav,angry,strong,4,F,1
03-01-05-02-02-01-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-05.wav,angry,strong,5,M,1
03-01-05-02-02-01-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-06.wav,angry,strong,6,F,2
03-01-05-02-02-01-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-07.wav,angry,strong,7,M,2
03-01-05-02-02-01-08,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-08.wav,angry,strong,8,F,2
03-01-05-02-02-01-09,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-09.wav,angry,strong,9,M,2
03-01-05-02-02-01-10,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-10.wav,angry,strong,10,F,2
03-01-05-02-02-01-11,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-11.wav,angry,strong,11,M,3
03-01-05-02-02-01-12,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-12.wav,angry,strong,12,F,3
03-01-05-02-02-01-13,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-13.wav,angry,strong,13,M,3
03-01-05-02-02-01-14,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-14.wav,angry,strong,14,F,3
03-01-05-02-02-01-15,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-15.wav,angry,strong,15,M,3
03-01-05-02-02-01-16,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-16.wav,angry,strong,16,F,4
03-01-05-02-02-01-17,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-17.wav,angry,strong,17,M,4
03-01-05-02-02-01-18,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-18.wav,angry,strong,18,F,4
03-01-05-02-02-01-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-19.wav,angry,strong,19,M,4
03-01-05-02-02-01-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-20.wav,angry,strong,20,F,4
03-01-05-02-02-01-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-21.wav,angry,strong,21,M,5
03-01-05-02-02-01-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-22.wav,angry,strong,22,F,5
03-01-05-02-02-01-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-23.wav,angry,strong,23,M,5
03-01-05-02-02-01-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-01-24.wav,angry,strong,24,F,5
03-01-05-02-02-02-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-01.wav,angry,strong,1,M,1
03-01-05-02-02-02-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-02.wav,angry,strong,2,F,1
03-01-05-02-02-02-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-03.wav,angry,strong,3,M,1
03-01-05-02-02-02-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-04.wav,angry,strong,4,F,1
03-01-05-02-02-02-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-05.wav,angry,strong,5,M,1
03-01-05-02-02-02-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-06.wav,angry,strong,6,F,2
03-01-05-02-02-02-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-07.wav,angry,strong,7,M,2
03-01-05-02-02-02-08,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-08.wav,angry,strong,8,F,2
03-01-05-02-02-02-09,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-09.wav,angry,strong,9,M,2
03-01-05-02-02-02-10,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-10.wav,angry,strong,10,F,2
03-01-05-02-02-02-11,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-11.wav,angry,strong,11,M,3
03-01-05-02-02-02-12,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-12.wav,angry,strong,12,F,3
03-01-05-02-02-02-13,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-13.wav,angry,strong,13,M,3
03-01-05-02-02-02-14,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-14.wav,angry,strong,14,F,3
03-01-05-02-02-02-15,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-15.wav,angry,strong,15,M,3
03-01-05-02-02-02-16,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-16.wav,angry,strong,16,F,4
03-01-05-02-02-02-17,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-17.wav,angry,strong,17,M,4
03-01-05-02-02-02-18,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-18.wav,angry,strong,18,F,4
03-01-05-02-02-02-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-19.wav,angry,strong,19,M,4
03-01-05-02-02-02-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-20.wav,angry,strong,20,F,4
03-01-05-02-02-02-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-21.wav,angry,strong,21,M,5
03-01-05-02-02-02-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-22.wav,angry,strong,22,F,5
03-01-05-02-02-02-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-23.wav,angry,strong,23,M,5
03-01-05-02-02-02-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-05-02-02-02-24.wav,angry,strong,24,F,5
03-01-06-01-01-01-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-01.wav,fearful,normal,1,M,1
03-01-06-01-01-01-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-02.wav,fearful,normal,2,F,1
03-01-06-01-01-01-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-03.wav,fearful,normal,3,M,1
03-01-06-01-01-01-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-04.wav,fearful,normal,4,F,1
03-01-06-01-01-01-05,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-05.wav,fearful,normal,5,M,1
03-01-06-01-01-01-06,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-06.wav,fearful,normal,6,F,2
03-01-06-01-01-01-07,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-07.wav,fearful,normal,7,M,2
03-01-06-01-01-01-08,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-08.wav,fearful,normal,8,F,2
03-01-06-01-01-01-09,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-09.wav,fearful,normal,9,M,2
03-01-06-01-01-01-10,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-10.wav,fearful,normal,10,F,2
03-01-06-01-01-01-11,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-11.wav,fearful,normal,11,M,3
03-01-06-01-01-01-12,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-12.wav,fearful,normal,12,F,3
03-01-06-01-01-01-13,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-13.wav,fearful,normal,13,M,3
03-01-06-01-01-01-14,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-14.wav,fearful,normal,14,F,3
03-01-06-01-01-01-15,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-15.wav,fearful,normal,15,M,3
03-01-06-01-01-01-16,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-16.wav,fearful,normal,16,F,4
03-01-06-01-01-01-17,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-17.wav,fearful,normal,17,M,4
03-01-06-01-01-01-18,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-18.wav,fearful,normal,18,F,4
03-01-06-01-01-01-19,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-19.wav,fearful,normal,19,M,4
03-01-06-01-01-01-20,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-20.wav,fearful,normal,20,F,4
03-01-06-01-01-01-21,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-21.wav,fearful,normal,21,M,5
03-01-06-01-01-01-22,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-22.wav,fearful,normal,22,F,5
03-01-06-01-01-01-23,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-23.wav,fearful,normal,23,M,5
03-01-06-01-01-01-24,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-01-24.wav,fearful,normal,24,F,5
03-01-06-01-01-02-01,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-02-01.wav,fearful,normal,1,M,1
03-01-06-01-01-02-02,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-02-02.wav,fearful,normal,2,F,1
03-01-06-01-01-02-03,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-02-03.wav,fearful,normal,3,M,1
03-01-06-01-01-02-04,/mnt/tmp/datasets/emotion_raw/RAVDESS/AudioSpeech/03-01-06-01-01-02-04.wav,fearful,normal,4,F,1
